branch_failpass,expt_id,group_id,network_error_repeat,participant_id,participation_duration,response_correct,response_mode,response_name,response_rt,response_target,response_type,response_value,session_id,stimuli_presented,trial_duration,trial_num,trial_template
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,pretestresponse_s_J,430,['Longer'],choice-response,Shorter,620ec2cd3f3e26074333ad10,short_tone_1,1113,38,PretestTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,pretestresponse_l_F,364,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,long_tone_8,1193,39,PretestTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,pretestresponse_l_F,731,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,long_tone_8,1565,40,PretestTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,pretestresponse_s_J,729,['Longer'],choice-response,Shorter,620ec2cd3f3e26074333ad10,short_tone_1,1408,41,PretestTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,pretestresponse_s_J,529,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,short_tone_1,1233,42,PretestTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,pretestresponse_l_F,1313,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,long_tone_8,2136,43,PretestTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,pretestresponse_l_F,368,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,long_tone_8,1184,44,PretestTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,pretestresponse_s_J,491,['Longer'],choice-response,Shorter,620ec2cd3f3e26074333ad10,short_tone_1,1170,45,PretestTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,pretestresponse_l_F,881,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,long_tone_8,1700,46,PretestTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,pretestresponse_s_J,691,['Longer'],choice-response,Shorter,620ec2cd3f3e26074333ad10,short_tone_1,1377,47,PretestTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,pretestresponse_s_J,667,['Longer'],choice-response,Shorter,620ec2cd3f3e26074333ad10,short_tone_1,1344,48,PretestTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,pretestresponse_l_F,1006,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,long_tone_8,1841,49,PretestTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,pretestresponse_s_J,690,['Longer'],choice-response,Shorter,620ec2cd3f3e26074333ad10,short_tone_1,1364,50,PretestTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,pretestresponse_l_F,454,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,long_tone_8,1269,51,PretestTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,pretestresponse_l_F,468,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,long_tone_8,1301,52,PretestTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,pretestresponse_s_J,649,['Longer'],choice-response,Shorter,620ec2cd3f3e26074333ad10,short_tone_1,1320,53,PretestTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,pretestresponse_l_F,419,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,long_tone_8,1492,54,PretestTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,pretestresponse_s_J,487,['Longer'],choice-response,Shorter,620ec2cd3f3e26074333ad10,short_tone_1,1173,55,PretestTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,pretestresponse_s_J,561,['Longer'],choice-response,Shorter,620ec2cd3f3e26074333ad10,short_tone_1,1229,56,PretestTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,pretestresponse_l_F,375,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,long_tone_8,1187,57,PretestTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,pretestresponse_s_J,563,['Longer'],choice-response,Shorter,620ec2cd3f3e26074333ad10,short_tone_1,1250,58,PretestTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,pretestresponse_l_F,439,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,long_tone_8,1265,59,PretestTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,pretestresponse_l_F,180,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,long_tone_8,1014,60,PretestTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,pretestresponse_s_J,419,['Longer'],choice-response,Shorter,620ec2cd3f3e26074333ad10,short_tone_1,1082,61,PretestTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,pretestresponse_l_F,891,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,long_tone_8,1750,62,PretestTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,pretestresponse_s_J,1148,['Longer'],choice-response,Shorter,620ec2cd3f3e26074333ad10,short_tone_1,1897,63,PretestTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,pretestresponse_s_J,452,['Longer'],choice-response,Shorter,620ec2cd3f3e26074333ad10,short_tone_1,1161,64,PretestTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,pretestresponse_l_F,395,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,long_tone_8,1220,65,PretestTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,pretestresponse_s_J,555,['Longer'],choice-response,Shorter,620ec2cd3f3e26074333ad10,short_tone_1,1228,66,PretestTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,pretestresponse_l_F,553,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,long_tone_8,1378,67,PretestTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,exampleresponse_l_F,3942,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,single_300ms_ontime_delay_2_tone_Lab_8,9878,68,example_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,exampleresponse_s_J,887,['Shorter'],choice-response,Shorter,620ec2cd3f3e26074333ad10,single_300ms_ontime_delay_2_tone_Lab_1,6683,69,example_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,exampleresponse_s_J,660,['Shorter'],choice-response,Longer,620ec2cd3f3e26074333ad10,single_300ms_ontime_delay_2_tone_Lab_1,6058,70,example_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,exampleresponse_l_F,614,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,single_300ms_ontime_delay_2_tone_Lab_8,6549,71,example_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,practiceresponse_s_J,1986,['Shorter'],choice-response,Longer,620ec2cd3f3e26074333ad10,single_300ms_ontime_delay_2_tone_Lab_1,7710,72,practiceTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,practiceresponse_l_F,459,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,single_300ms_ontime_delay_2_tone_Lab_8,6369,73,practiceTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,practiceresponse_s_J,628,['Shorter'],choice-response,Shorter,620ec2cd3f3e26074333ad10,single_300ms_ontime_delay_2_tone_Lab_1,6420,74,practiceTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,practiceresponse_l_F,551,['Longer'],choice-response,Shorter,620ec2cd3f3e26074333ad10,single_300ms_ontime_delay_2_tone_Lab_8,6435,75,practiceTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,practiceresponse_s_J,1478,['Shorter'],choice-response,Longer,620ec2cd3f3e26074333ad10,single_300ms_ontime_delay_2_tone_Lab_1,7158,76,practiceTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,practiceresponse_l_F,645,['Longer'],choice-response,Shorter,620ec2cd3f3e26074333ad10,single_300ms_ontime_delay_2_tone_Lab_8,6554,77,practiceTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,practiceresponse_l_F,786,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,single_300ms_ontime_delay_2_tone_Lab_8,6336,78,practiceTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,practiceresponse_s_J,815,['Shorter'],choice-response,Longer,620ec2cd3f3e26074333ad10,single_300ms_ontime_delay_2_tone_Lab_1,6617,79,practiceTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,practiceresponse_s_J,722,['Shorter'],choice-response,Shorter,620ec2cd3f3e26074333ad10,single_300ms_ontime_delay_2_tone_Lab_1,6126,80,practiceTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,practiceresponse_l_F,416,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,single_300ms_ontime_delay_2_tone_Lab_8,6269,81,practiceTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,practiceresponse_s_J,433,['Shorter'],choice-response,Shorter,620ec2cd3f3e26074333ad10,single_300ms_ontime_delay_2_tone_Lab_1,6020,82,practiceTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,practiceresponse_l_F,616,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,single_300ms_ontime_delay_2_tone_Lab_8,6562,83,practiceTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,False,keypress,practiceresponse_l_F,560,['Longer'],choice-response,Shorter,620ec2cd3f3e26074333ad10,single_300ms_ontime_delay_2_tone_Lab_8,6104,84,practiceTrials_l_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,practiceresponse_s_J,728,['Shorter'],choice-response,Shorter,620ec2cd3f3e26074333ad10,single_300ms_ontime_delay_2_tone_Lab_1,6497,85,practiceTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,practiceresponse_s_J,522,['Shorter'],choice-response,Shorter,620ec2cd3f3e26074333ad10,single_300ms_ontime_delay_2_tone_Lab_1,5951,86,practiceTrials_s_rv
pass,620ddeee49655b42f1242551,Group_JF,0,04cbb73480e16b0dd1318b3b32c0dbaefc83017771f404bf2042f67b6fa133cc,2001.7292289733887,True,keypress,practiceresponse_l_F,490,['Longer'],choice-response,Longer,620ec2cd3f3e26074333ad10,single_300ms_ontime_delay_2_tone_Lab_8,6219,87,practiceTrials_l_rv
