branch_failpass,expt_id,group_id,network_error_repeat,participant_id,participation_duration,response_correct,response_mode,response_name,response_rt,response_target,response_type,response_value,session_id,session_start_time,stimuli_presented,trial_duration,trial_num,trial_template
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,526,[],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,long_tone_8,1622,29,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,368,[],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,long_tone_8,1498,30,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,379,[],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,short_tone_1,1294,31,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,494,[],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,short_tone_1,1403,32,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,233,[],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,long_tone_8,1305,33,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,439,[],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,short_tone_1,1340,34,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,246,[],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,long_tone_8,1315,35,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,444,[],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,short_tone_1,1352,36,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,262,[],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,long_tone_8,1328,37,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,363,[],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,short_tone_1,1270,38,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,258,[],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,long_tone_8,1327,39,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,450,[],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,short_tone_1,1356,40,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,284,[],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,long_tone_8,1365,41,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,480,[],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,long_tone_8,1545,42,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,377,[],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,short_tone_1,1291,43,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,273,[],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,long_tone_8,1344,44,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,1345,[],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,short_tone_1,2256,45,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,1004,[],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,short_tone_1,1909,46,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,1052,[],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,long_tone_8,2124,47,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,475,[],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,short_tone_1,1389,48,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,441,[],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,long_tone_8,1512,49,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,618,[],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,short_tone_1,1529,50,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,312,[],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,long_tone_8,1381,51,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,699,[],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,short_tone_1,1605,52,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,291,[],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,long_tone_8,1353,53,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,354,[],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,short_tone_1,1257,54,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,174,[],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,long_tone_8,1238,55,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,295,[],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,long_tone_8,1364,56,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,449,[],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,short_tone_1,1353,57,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,152,[],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,long_tone_8,1221,58,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,329,[],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,short_tone_1,1224,59,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,445,[],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,short_tone_1,1355,60,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,245,[],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,long_tone_8,1322,61,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,279,[],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,long_tone_8,1353,62,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,258,[],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,short_tone_1,1155,63,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,221,[],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,long_tone_8,1291,64,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,797,[],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,short_tone_1,1696,65,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,250,[],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,long_tone_8,1323,66,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_testRsp_rv,452,[],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,short_tone_1,1354,67,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,True,keypress,EXP8c_exampleRsp_l_F,4415,['Lab'],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,single_300ms_ontime_delay_2_tone_Lab_8,10449,68,EXP8c_example_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,True,keypress,EXP8c_exampleRsp_s_J,759,['Lap'],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,single_300ms_ontime_delay_2_tone_Lab_1,6593,69,EXP8c_example_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,False,keypress,EXP8c_exampleRsp_s_J,738,['Lap'],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,single_300ms_ontime_delay_2_tone_Lab_1,6452,70,EXP8c_example_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,True,keypress,EXP8c_exampleRsp_l_F,345,['Lab'],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,single_300ms_ontime_delay_2_tone_Lab_8,6161,71,EXP8c_example_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,True,keypress,EXP8c_practiceRsp_s_J,649,['Lap'],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,single_300ms_ontime_delay_2_tone_Lab_1,6328,72,EXP8c_practiceTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,True,keypress,EXP8c_practiceRsp_l_F,131,['Lab'],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,single_300ms_ontime_delay_2_tone_Lab_8,5979,73,EXP8c_practiceTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,True,keypress,EXP8c_practiceRsp_s_J,612,['Lap'],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,single_300ms_ontime_delay_2_tone_Lab_1,6411,74,EXP8c_practiceTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,True,keypress,EXP8c_practiceRsp_l_F,129,['Lab'],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,single_300ms_ontime_delay_2_tone_Lab_8,5966,75,EXP8c_practiceTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,True,keypress,EXP8c_practiceRsp_l_F,108,['Lab'],choice-response,Lab,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,single_300ms_ontime_delay_2_tone_Lab_8,5930,76,EXP8c_practiceTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,12e7bbe9edfe05a20e9793e4795387b34d2e08054279563b28ec37e80219e412,7999.583134889603,True,keypress,EXP8c_practiceRsp_s_J,288,['Lap'],choice-response,Lap,6382505f1517c76bb9b79768,2022-11-26 12:43:59-05:00,single_300ms_ontime_delay_2_tone_Lab_1,5999,77,EXP8c_practiceTrials_s_rv
