branch_failpass,expt_id,group_id,network_error_repeat,participant_id,participation_duration,response_correct,response_mode,response_name,response_rt,response_target,response_type,response_value,session_id,session_start_time,stimuli_presented,trial_duration,trial_num,trial_template
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,click,EXP8c_testRsp_rv,3117,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,4145,11,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,click,EXP8c_testRsp_rv,4169,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,5112,12,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,3089,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,4026,13,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,2971,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,3782,14,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,1929,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,3465,15,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,3964,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,4816,16,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,1083,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,2156,17,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,1766,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,2762,18,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,1515,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,2284,19,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,888,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,2377,20,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,1163,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,2520,21,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,623,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,2044,22,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,626,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1943,23,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,674,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1765,24,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,718,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1658,25,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,601,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1730,26,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,698,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1611,27,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,560,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1669,28,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,432,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1390,29,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,794,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1843,30,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,449,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1223,31,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,694,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1815,32,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,600,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1436,33,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,1737,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,2587,34,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,438,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1488,35,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,799,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1695,36,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,600,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1577,37,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,658,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1737,38,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,872,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1660,39,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,509,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1886,40,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,387,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1238,41,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,771,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1659,42,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,1126,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,2209,43,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,574,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1588,44,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,450,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1982,45,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,1154,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1937,46,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,509,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1508,47,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,380,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1281,48,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,900,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1949,49,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,1017,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1970,50,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,514,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1423,51,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,419,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1315,52,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,665,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1625,53,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,352,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1115,54,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,400,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1410,55,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,332,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1152,56,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,527,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1507,57,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,574,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1493,58,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,463,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1276,59,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,286,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1050,60,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,685,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1809,61,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,430,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1461,62,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,375,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1380,63,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,257,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1135,64,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,463,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1507,65,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,700,[],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,short_tone_1,1729,66,EXP8c_PretestTrials_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_testRsp_rv,550,[],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,long_tone_8,1532,67,EXP8c_PretestTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,FALSE,keypress,EXP8c_exampleRsp_s_J,4197,['Lap'],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,single_300ms_ontime_delay_2_tone_Lab_1,10173,68,EXP8c_example_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,TRUE,keypress,EXP8c_exampleRsp_l_F,1760,['Lab'],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,single_300ms_ontime_delay_2_tone_Lab_8,7742,69,EXP8c_example_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,TRUE,keypress,EXP8c_exampleRsp_l_F,1301,['Lab'],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,single_300ms_ontime_delay_2_tone_Lab_8,7377,70,EXP8c_example_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,TRUE,keypress,EXP8c_exampleRsp_s_J,2128,['Lap'],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,single_300ms_ontime_delay_2_tone_Lab_1,7825,71,EXP8c_example_s_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,TRUE,keypress,EXP8c_practiceRsp_l_F,751,['Lab'],choice-response,Lab,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,single_300ms_ontime_delay_2_tone_Lab_8,6554,72,EXP8c_practiceTrials_l_rv
pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9077ab4ac2c6a1eaf3fb98f663c10d7b81a6cc9251094a2bb883f7723f6f0b08,2366.549044,TRUE,keypress,EXP8c_practiceRsp_s_J,864,['Lap'],choice-response,Lap,63855a7052dc2c8cc811b3a4,2022-11-28 20:03:44-05:00,single_300ms_ontime_delay_2_tone_Lab_1,6845,73,EXP8c_practiceTrials_s_rv
